ул. Сверстюка (Марины Расковой)
просп. Соборности (Воссоединения)
ул. Гедройца (Тверская)
ул. Сверстюка (Марины Расковой)
ул. Жилянская
бульв. Кольцова
ул. Драгоманова
просп. Победы (Брест-Литовский)
ул. Драгоманова
ул. Маккейна (Ивана Кудри)
Надднепрянское ш.
ул. Урловская
ул. Богдановская
ул. Зодчих
ул. Тургеневская
ул. Герцена
ул. Руденко
ул. Грушевского
ул. Николая Голего (Лебедева-Кумача)
ул. Омельяновича-Павленко (Суворова)
ул. Северо-Сырецкая
ул. Б. Житомирская
бульв. Украинки
ул. Тютюнника (Анри Барбюса)
ул. Данченко
ул. Ковпака
ул. Радченко
ул. Лебедева
ул. Драгомирова
ул. Драгомирова
ул. Набережно-Рыбальская
ул. Сергея Колоса (Ленина)
ул. Причальная
просп. Победы (Брест-Литовский)
просп. Освободителей
ул. Сверстюка (Марины Расковой)
ул. Набережно-Рыбальская
просп. Порика
ул. Гречко
ул. Заречная
просп. Бажана
ул. Радченко
ул. Михайловская
ул. Ломоносова
ул. Щербаковского (Щербакова)
ул. Симоненко
Днепровская наб.
ул. Драгомирова
ул. Андреевская
ул. Копыловская
ул. Урловская
ул. Ереванская
ул. Драгоманова
ЖК Stanford
просп. Правды
просп. Комарова
просп. Правды
ул. Толстого
Харьковское ш.
ЖК Лебединый
ул. Паторжинского
просп. Воздухофлотский
просп. Правды
ул. Алмазова (Кутузова)
ЖК 52 Жемчужина (Pechersk Plaza)
ул. Малиновского
ул. Радужная
ул. Маланюка (Степана Сагайдака)
ул. Донца
ул. Федорова
ул. Срибнокильская
ЖК Nordica Residence
ул. Липковского (Урицкого)
ул. Донца
ул. Маланюка (Степана Сагайдака)
просп. Победы (Брест-Литовский)
ул. Парково-Сырецкая (Шамрыло Тимофея)
ул. Ломоносова
просп. Маяковского
ул. Багговутовская
бульв. Дарницкий
ул. Чавдар
Надднепрянское ш.
просп. Героев Сталинграда
просп. Правды
ул. Конева
ул. Воскресенская
ул. Саперное Поле
Ясиноватский пер.
ул. Потапова
ул. Кондратюка
ул. Чаадаева
ул. Пчилки
ул. Гречко
ул. Саперное Поле
ул. Глубочицкая
ул. Причальная
ул. Болсуновская (Сергея Струтинского)
ул. Сикорского (Танковая)
ул. Костанайская
ул. Богатырская
ул. Малоземельная
ул. Спасская
ул. Прорезная
ул. Милославская
ЖК Бульвар Фонтанов
ул. Драгомирова
бульв. Гавела (Ивана Лепсе)
ул. Данченко
ул. Шолуденко
Михайловский пер.
ЖК CRYSTAL RESIDENCE
ул. Бойчука (Киквидзе)
ул. Антоновича (Горького)
ул. Ольжича
ул. Ревуцкого
ЖК Берег Днепра
ул. Практичная
ул. Жмаченко
ул. Скрипника (Николая Островского)
ул. Коновальца (Щорса)
просп. Бажана
просп. Григоренко
ЖК Manhattan city
ул. Драгомирова
ул. Данченко
Бутышев (Андрея Иванова) пер.
ул. Маккейна (Ивана Кудри)
ул. Лейпцигская
просп. Правды
ул. Болсуновская (Сергея Струтинского)
ул. Драгомирова
ул. Старонаводницкая
ул. Протасов Яр
Днепровская наб.
просп. Лобановского (Краснозвездный)
Днепровская наб.
ул. Павловская
ул. Ломоносова
ул. Ахматовой
бульв. Вернадского
Балтийский пер.
ул. Липковского (Урицкого)
ул. Резницкая
ул. Каховская
ул. Закревского
ул. Сверстюка (Марины Расковой)
просп. Правды
просп. Героев Сталинграда
просп. Правды
ул. Героев Днепра
ул. Б. Житомирская
ул. Королева
ул. Крушельницкой
ул. Регенераторная
ул. Голосеевская
ул. Старокиевская
Днепровская наб.
просп. Героев Сталинграда
ул. Сикорского (Танковая)
ул. Саксаганского
ул. Драгоманова
ул. Героев Днепра
ул. Большая Васильковская (Красноармейская)
ул. Малевича (Василия Боженко)
ул. Юрковская
ул. Нагорная
ул. Щекавицкая
Жуковского пер.
ул. Павловская
ул. Маккейна (Ивана Кудри)
ул. Бальзака
ул. Приозерная
ул. Институтская
просп. Правды
ул. Коновальца (Щорса)
ул. Заречная
ул. Стражеско
Харьковское ш.
ул. Жилянская
ул. Бориспольская
ул. Воскресенская
ул. Дегтярная
ул. Семьи Праховых (Гайдара)
ул. Богатырская
ул. Мурашко
ул. Щусева
ул. Андрющенко
ул. Деловая (Георгия Димитрова)
просп. Победы (Брест-Литовский)
ул. Маккейна (Ивана Кудри)
ул. Драйзера
ул. Срибнокильская
ул. Туманяна
просп. Отрадный (Чубаря)
ул. Попова
ул. Зелёная
ул. Курчатова
ул. Архипенко (Залки Мате)
ул. Здолбуновская
ул. Градинская
Днепровская наб.
ул. Теремковская
бульв. Украинки
ул. Ушинского
Бондарский пер.
ул. Милославская
просп. Героев Сталинграда
ул. Практичная
ул. Герцена
ул. Тургеневская
ул. Магнитогорская
просп. Героев Сталинграда
ул. Полтавская
просп. Победы (Брест-Литовский)
ул. Речная
ул. Ярославская
ул. Демеевская
ул. Саперное Поле
ул. Каховская
ул. Бойчука (Киквидзе)
ул. Крещатик
ул. Красноткацкая
ул. Грушевского
ул. Драгоманова
ул. Каховская
ул. Антоновича (Горького)
ул. Максимовича (Онуфрия Трутенко)
ул. Драгомирова
ЖК POLARIS Home&Plaza
Комфортна та сучасна
ул. Паторжинского
просп. Голосеевский (40-летия Октября)
Харьковское ш.
ул. Иорданская (Гавро Лайоша)
ЖК Ярославов Град
ул. Вильямса
ул. Жмаченко
ул. Радченко
Ясиноватский пер.
ЖК Бульвар Фонтанов
ул. Вышгородская
ул. Вышгородская
ул. Герцена
ул. Предславинская
ул. Вербицкого
ул. Тарасовская
ЖК Olympic Park
ул. Липковского (Урицкого)
ул. Кирилловская (Фрунзе)
Маршака пер.
ул. Берковецкая
ул. Драгоманова
ул. Хмельницкого
ул. Драгоманова
ул. Сверстюка (Марины Расковой)
ул. Лысянская
ул. Антоновича (Горького)
ул. Максимовича (Онуфрия Трутенко)
Днепровская наб.
ул. Васильковская
ул. Панельная
ул. Драгомирова
ул. Выборгская
ул. Гулака
ул. Маланюка (Степана Сагайдака)
ул. Антоновича (Горького)
ул. Болсуновская (Сергея Струтинского)
ул. Каховская
ул. Осокорская
ул. Липковского (Урицкого)
ул. Срибнокильская
бульв. Гавела (Ивана Лепсе)
ул. Телиги
ул. Ахматовой
просп. Победы (Брест-Литовский)
ул. Саксаганского
бульв. Украинки
ул. Радистов
ул. Лысенко
ул. Максимовича (Онуфрия Трутенко)
просп. Победы (Брест-Литовский)
Днепровская наб.
ул. Коновальца (Щорса)
Днепровская наб.
ул. Златоустовская
ул. Северо-Сырецкая
ул. Дьяченко
ул. Драгомирова
ул. Лобачевского
ул. Толстого
ул. Вербицкого
ул. И. Павла ІІ (Патриса Лумумбы)
ул. Бережанская
ул. Сверстюка (Марины Расковой)
просп. Героев Сталинграда
просп. Победы (Брест-Литовский)
ул. Львовская
ул. Драгоманова
просп. Победы (Брест-Литовский)
ул. Здолбуновская
просп. Победы (Брест-Литовский)
ул. Антоновича (Горького)
бульв. Украинки
ул. Наумова
ул. Богомольца
ул. Бойчука (Киквидзе)
ул. Бойчука (Киквидзе)
ул. Голосеевская
ул. Малевича (Василия Боженко)
ул. Семьи Идзиковских (Михаила Мишина)
ул. Владимирская
Балтийский пер.
ул. Феодосийская
ул. Кибальчича
ул. Ревуцкого
ул. Предславинская
ул. Коновальца (Щорса)
ул. Антоновича (Горького)
Машиностроительный пер.
ул. Гаврилишина (Ванды Василевской)
Харьковское ш.
ул. Ломоносова
ул. Сверстюка (Марины Расковой)
ул. Гонгадзе (Машиностроительная)
просп. Воздухофлотский
ул. Маккейна (Ивана Кудри)
ул. Старонаводницкая
ул. Практичная
просп. Оболонский
ул. Причальная
ул. Никольско-Ботаническая
ул. Бойчука (Киквидзе)
ул. Глубочицкая
ул. Драгомирова
ул. Глубочицкая
ул. Большая Васильковская (Красноармейская)
ул. Тимошенко
ул. Энтузиастов
Ипсилантиевский (Аистова) пер.
ул. Туманяна
ул. Драгомирова
ул. Черновола (Косиора)
ул. Болсуновская (Сергея Струтинского)
ул. Подвысоцкого
просп. Оболонский
ул. Драгомирова
ул. Котельникова
ул. Нижнеключевая
Днепровская наб.
ул. Радченко
ул. Ясногорская
ул. Каховская
ЖК Washington Concept House
ул. Дмитриевская
ул. Оболонская набережная
ул. Черновола (Косиора)
бульв. Дружбы Народов
ул. Метрологическая
ЖК Forward
ул. Коновальца (Щорса)
Надднепрянское ш.
Никольский (Январский) пер.
ул. Коласа
ЖК Dibrova Park
бульв. Вернадского
ул. Калнышевского (Михаила Майорова)
просп. Воздухофлотский
ул. Никольско-Слободская
просп. Победы (Брест-Литовский)
ул. Мартовская
ЖК Krauss Gallery
ул. Пчилки
просп. Героев Сталинграда
просп. Победы (Брест-Литовский)
ул. Ломоносова
ул. Протасов Яр
ул. Нижнеключевая
ул. Кулибина
ул. Пчилки
ул. Симиренко
ул. Регенераторная
ул. Ахматовой
ул. Коновальца (Щорса)
ул. Вифлеемская (Академика Шлихтера)
ул. Гмыри
ул. Голосеевская
бульв. Вернадского
просп. Соборности (Воссоединения)
ул. Антоновича (Горького)
ул. Регенераторная
ул. Калнышевского (Михаила Майорова)
ул. Стеценко
бульв. Кольцова
просп. Палладина
ул. Тютюнника (Анри Барбюса)
ул. Львовская
Марьяненко пер.
ул. Вышгородская
Днепровская наб.
Андреевский спуск
ул. Урловская
бульв. Гавела (Ивана Лепсе)
Балтийский пер.
ул. Багговутовская
ЖК CRYSTAL RESIDENCE
Балтийский пер.
ул. Воробьева (Курская)
ул. Гончара
ул. Лейпцигская
ул. Тираспольская
ЖК Diadans
ул. Краковская
ул. Сабурова
ул. Глубочицкая
просп. Героев Сталинграда
ЖК Chalet
ул. Ивана Мазепы (Январского восстания)
ул. Радченко
ул. Алмазова (Кутузова)
ул. Городецкого
ул. Маланюка (Степана Сагайдака)
ул. Каховская
ЖК Svitlo Park
ул. Вишняковская
ул. Миропольская
ул. Феодосийская
ул. Малевича (Василия Боженко)
ул. Тютюнника (Анри Барбюса)
ул. Коновальца (Щорса)
Днепровская наб.
ул. Маланюка (Степана Сагайдака)
ул. Жилянская
просп. Оболонский
ул. Павловская
Крутой спуск
ул. Берковецкая
ул. Оболонская набережная
ул. Заречная
ул. Юношеская
просп. Правды
ул. Драгомирова
ул. Драгомирова
ул. Крайняя
Харьковское ш.
просп. Правды
просп. Победы (Брест-Литовский)
ул. Братиславская
ул. Краснопольская
бульв. Гавела (Ивана Лепсе)
ул. Тютюнника (Анри Барбюса)
ул. Северо-Сырецкая
ул. Гарматная
бульв. Гавела (Ивана Лепсе)
просп. Героев Сталинграда
ул. Бойчука (Киквидзе)
ул. Кривоноса
ЖК Ярославов Град
ул. Бориспольская
ул. Ревуцкого
ул. Маккейна (Ивана Кудри)
ул. Радченко
ул. Чаадаева
ЖК Manhattan city
ул. Липковского (Урицкого)
ул. Клавдиевская
ул. Заболотного
ул. Ломоносова
ЖК Владимирский
Днепровская наб.
ул. Полесская
ул. Искровская
ул. Рижская
просп. Правды
ул. Антоновича (Горького)
Жилой район Rybalsky
ул. Салютная
ул. Омельяновича-Павленко (Суворова)
ул. Стуса
бульв. Украинки
ул. Вишняковская
ул. Тютюнника (Анри Барбюса)
Виноградный пер.
просп. Победы (Брест-Литовский)
Днепровская наб.
просп. Победы (Брест-Литовский)
ул. Туполева
ул. Старонаводницкая
Балтийский пер.
ул. Бойчука (Киквидзе)
ул. Бастионная
ул. Ревуцкого
ул. Болсуновская (Сергея Струтинского)
просп. Воздухофлотский
ул. Златоустовская
ул. Русовой
ул. Саксаганского
ул. Теремковская
ул. Кибальчича
ул. Радченко
просп. Голосеевский (40-летия Октября)
Лысогорский спуск
ул. Гоголевская
ул. Тютюнника (Анри Барбюса)
ул. Соломенская
просп. Героев Сталинграда
ул. Глубочицкая
ул. Жилянская
ул. Доброхотова
ул. Жилянская
просп. Отрадный (Чубаря)
ул. Предславинская
Ипсилантиевский (Аистова) пер.
ул. Глубочицкая
просп. Голосеевский (40-летия Октября)
просп. Оболонский
ул. Багговутовская
просп. Правды
ул. Причальная
ул. Бойчука (Киквидзе)
ул. Радистов
ул. Лукьяновская
просп. Правды
ул. Шевелёва (Николая Руднева)
просп. Героев Сталинграда
ул. Ефремова (Уборевича Командарма)
Балтийский пер.
ул. Бойчука (Киквидзе)
ул. Ивана Мазепы (Январского восстания)
ул. Гришко
ул. Семьи Сосниных
Харьковское ш.
ул. Будищанская
МФК Intergal City
ул. Мечникова
Днепровская наб.
просп. Маяковского
ул. Гончара
ул. И. Павла ІІ (Патриса Лумумбы)
ЖК Rusaniv Residence
просп. Героев Сталинграда
ул. Драгомирова
ул. Драгомирова
просп. Героев Сталинграда
ЖК Olympic Park
ул. Драгомирова
пл. Бессарабская
ул. Ломоносова
ул. Тираспольская
ул. Франко
ул. Шелковичная
ЖК Берег Днепра
просп. Голосеевский (40-летия Октября)
ул. Ломоносова
просп. Героев Сталинграда
ул. Регенераторная
ул. Салютная
ул. Саперное Поле
